product_id,pro_name
1344,Arogya Rahasya Iron Kadai with wooden handle 8 Inches
1345,Arogya Rahasya Iron kadai with wooden handle 10 Inches
1346,Arogya Rahasya Iron Induction 9 Inches
1347,Arogya Rahasya Iron tadka pan 10 Inches
1348,Arogya Rahasya Rock Salt (1 Kg)
1349,Spices and Masalas
1350,Moringa peat nut chikki -80 gm
1352,Amla Special
1353,Zenith Nutrition AcaiFab 120 capsules- 500mg
1354,Zenith Nutrition AcaiFab 240 capsules- 500mg
1355,Organic Honey Sachet (10 Sachets) 80gms
1356,Organic Honey Sachet (20 Sachets) 160gms
1357,Organic Green Tea Bags (25 Tea Bags) 50gms
1358,Organic Green Tea Bags (10 Tea Bags) 20gms
1359,Organicana Organic Basket
1360,Naturoday Pudina Makhana Pack of 20-360gms
1361,Naturoday Tomato Makhana Pack of 20-360gms
1362,Dr. Patkar's Apple Cider Vinegar with Mother-500ml
1363,Dr. Patkar's Apple Cider Vinegar with Honey-500ml
1364,Dr. Patkar's Apple Cider Vinegar with Garlic and Honey-500ml
1365,"Dr. Patkar's Apple Cider Vinegar with Garlic, Ginger, Lemon and Honey-500ml"
1366,Dr. Patkar's Apple Cider Vinegar with Cinnamon and Fenugreek-500ml
1367,Dr. Patkar's Natural Apple Cider Vinegar Refined-500ml
1368,"Dr. Patkar's Apple Cider Vinegar with Ginger, Turmeric and Fenugreek-500ml"
1369,Dr. Patkar's Turmeric Vinegar with Mother-500ml
1370,Dr. Patkar's Spirulina-100 Capsules
1371,OW' Real Masala Chai 100gms
1372,OW'Heal Acne - Never 90 capsules
1373,OW'Heal Amla - C Plus 90 capsules
1374,OW'Heal Ashwagandha - W Plus 90 capsules
1375,OW'Heal Bowel - Move 90 capsules
1376,OW'Heal Brahmi Plus 90capsules
1377,OW'Heal Breathe Well 90 capsules
1378,OW'Heal Diabo - Fit  90 capsules
1379,OW'Heal Fat -Fit 90 capsules
1380,OW'Heal Heart - Fit  90 capsules
1381,OW'Heal Herbo - Cal 90 capsules
1382,OW'Heal Immuno - U 90 capsules
1383,OW'Heal Shatavari - A Plus 90 capsules
1384,OW'Heal Triphala  90 capsules
1385,OW'Heal Tulsi Plus 90 capsules
1386,OW'Heal Turmeric - C Plus 90 capsules
1387,OW'Heal Joint - Fit 90 capsules
1388,OW'Heal Lipid - Fit 90 capsules
1389,OW'Heal Women Tone 90 capsules
1390,OW'Heal Om Shanti 90 capsules
1391,OW'Heal Moringa 90 capsules
1392,OW' Real Tulsi Moringa - 25 Bags
1393,OW'Heal Prostate Fit-90 capsules
1394,OW'Heal Skin Tone -90 capsules
1395,OW'Heal Trikatu -90 capsules
1396,OW' Real Ginger Chai-100 gm Tin
1397,OW' Real Masala Chai -100 gm pouch
1398,OW' Real Masala Chai -25 bags
1399,OW' Real Mashalla Green Tea Classic -100gm tin
1400,OW' Real Mashalla Green Tea Classic - 100gm pouch
1401,OW' Real Mashalla Green Tea Classic -25 bags
1402,OW' Real Om Shanti -100gm tin
1403,OW' Real Om Shanti -100gm pouch
1404,OW' Real Om Shanti -25 bags
1405,OW' Real The Original Tulsi -100 gms tin
1406,OW' Real The Original Tulsi -25 bags
1407,OW' Real The Original Tulsi-100gm pouch
1408,OW' Real Tulsi Green Tea + Saffron -25bags
1409,OW' Real Tulsi Green Tea + Saffron -100gm tin
1410,OW' Real Tulsi Indian Rose -100 gm Tin
1411,OW' Real Tulsi Brahmi -25 Tea bags
1412,OW' Real Tulsi Brahmi -100gm Tin
1413,OW' Real Tulsi Brahmi -100gm Pouch
1414,OW' Real Tulsi Ginger -25 Tea bags
1415,OW' Real Tulsi Ginger -100gm Tin
1416,OW' Real Tulsi Ginger -100gm pouch
1417,OW' Real Tulsi Moringa -100gm pouch
1418,OW' Real Tulsi Moringa -100gm Tin
1419,OW'Zeal Moringa Powder -100gm
1420,OW'Zeal Quiona -500gm
1421,OW' Real Tulsi Green Tea Classic -25 bags
1422,OW' Real Tulsi Green Tea Classic -100gm Tin
1423,OW Real Tulsi Green Tea Classic -100gm Pouch
1424,OW' Real Tulsi Green Tea Premium - 25 Tea bags
1425,OW' Real Tulsi Green Tea Premium - 100gm Tin
1426,OW' Real Tulsi Green Tea Premium - 100gm Pouch
1427,OW' Real Tulsi Lemon -100gm Tin
1428,OW' Real Tulsi Lemon -100gm Pouch
1429,OW' Real Sweet Neem -25 Tea bags
1430,OW' Real Sweet Neem -100gm Tin
1431,Organic Wellness OW' Real Sweet Neem -100gm Pouch
1432,Organic Wellness OW'Zeal Basil Seeds -100gm
1433,Organic Wellness OW'Zeal Cow Ghee - 400ml
1434,Organic Wellness OW'Heal Man - X -60 capsules
1435,Organic Wellness OW'Zeal Turmeric Powder - 5% Curcumin - 100gm
1436,Organic Wellness OW'Zeal Wheat Grass Powder - 100gm
1437,Grenera Organics Moringa Capsule Bottle - 120 nos 60gm
1438,"Grenera Organics ""Moringa Original Tea 20 Tea bags / box""40gm"
1439,"Grenera Organics ""Moringa Ginger Tea 20 Tea bags / box""40gm"
1440,"Grenera Organics ""Moringa Lemon Ginger Tea 20 Tea bags / box"" 40gm"
1441,"Grenera Organics ""Moringa Mint Tea 20 Tea bags / box"" 40gm"
1442,"Grenera Organics ""Moringa Pomegranate Tea 20 Tea bags / box"" 40gm"
1443,"Grenera Organics ""Moringa Strawberry Tea 20 Tea bags / box"" 40gm"
1444,"Grenera Organics ""Moringa Green Tea 20 Tea bags / box"" 40gm"
1445,"Grenera Organics ""Moringa Apple Cinnamon Tea 20 Tea bags / box"" 40gm"
1446,"Grenera Organics ""Organic Moringa Leaf powder  240 gram """
1447,Grenera Organics Moringa Oil 100ml bottle
1448,"Grenera Organics ""Amla Original Tea 20 Tea bags / box"""
1449,"Grenera Organics ""Amla Pomegranate Tea 20 Tea bags / box"""
1450,"Grenera Organics ""Amla Mint Tea 20 Tea bags / box"""
1452,"Grenera Organics ""ORGANIC MORINGA LEAF POWDER - 500 GRAMS """
1453,"""Grenera Organics Organic  Green Tea 500g"""
1454,"""Grenera Organics Organic  Wheatgrass Capsules - 90 Capsules / Bottle"""
1455,"""Grenera Organics Organic Spirulina  Capsules - 90 Capsules / Bottle"""
1456,"""Grenera Organics Triphala  Capsules - 90 Capsules / Bottle"""
1457,"""Grenera Organics Green Tea Extract  Capsules - 90 Capsules / Bottle"""
1458,"""Grenera Organic Spirulina  Powder - 500 grams"""
1459,"""Grenera Organic Spirulina  Powder - 100 grams"""
1460,"""Grenera Organic Wheatgrass  Powder 500 grams"""
1461,"""Grenera Organic Wheatgrass  Powder 100 grams"""
1462,Grenera Organics Moringa Almond Smoothie -240 gram
1463,Grenera Organics Moringa Almond Smoothie -100 gram
1464,Grenera Organics Moringa Choco Smmothie - 100 gram
1465,"""Grenera Pkm1 Moringa Seeds  - 100 Nos"""
1466,"Grenera Organics""Garcinia Cambogia Capsules -90 vegetarian capsules / Bottle"""
1467,"Grenera Organics ""Apple Cider Vinegar capsules -90 Vegetarian Capsules / Bottle "" 45gm"
1468,Grenera Organics GREEN TEA 200 GRAM -100 TEA BAGS / BOX
1469,"Grenera Organics ""Organic Moringa Leaf powder 1  Kg """
1470,Grenera Organics Whey protein - Chocolate -350 gm
1471,Grenera Organics Whey protein - Unflavored-350gm
1472,Grenera Organics HIBISCUS INFUSION - 20 TEA BAGS / BOX 40gm
1473,Grenera Organics Silymarin Milk Thistle (Standardized 80%) -120 Vegetarian Capsules 60gm/Bottle -500 mg per Capsule
1474,"Grenera Organics ""Tulsi Lemon Mint Infusion -20 Tea Bags / Box"" 30gm"
1475,"Grenera Organics ""Tulsi Lemon Ginger Infusion -20  Tea bags / box "" 40 gm"
1476,Amlamrut Amla honey 300gms
1477,Aum fresh Dry fruits combo
1486,Gau Naturals Flax seeds powder 200gms
1493,beauty care te
1495,Forest honey 500gms
1498,C2K Desi cow ghee 500gms
1502,Arogya Rahasya Joint Less Copper Bottle
1503,24 Mantra Almonds
1507,24 Mantra Almond and Moringa Chikki Combo
1508,ROCK SALT G
1509,Red chilly powder 100gms
1510,Ajwain whole 100gms
1511,Brown sugar 500gms
1512,Wheat maida 500gms
1513,Peanuts 500gms
1514,Besan flour 500gms
1515,Jaggery powder 500gms
1516,Masoor dal whole 500gms
1517,Turmeric powder 100gms
1518,Flax seeds 100gms
1519,Corn flour 500gms
1520,Tur dal 500gms
1521,Coriander powder 100gms
1522,Ragi flour 500gms
1523,Cumin whole 100gms
1524,Sonamasuri rice
1525,Urad dal  white split 500gms
1526,Urad dal whole white 500gms
1527,Urad dal whole 500gms
1528,Alo fruit Mango juice 300ml
